Sl No,Name of Candidate,COURSE,Email,Ph
295,Arya.A.V,JAVA.NET,twzhal_lahwty15@gmail.com,9889512294
296,Shruthi.Ss,JAVA.NET,ghrchhr63@gmail.com,9889512295
297,Vidhya A V,JAVA.NET,shkwfh_myrdamady31@gmail.com,9889512296
298,Irfan Rabeeh,JAVA.NET,aanahyta_fhmydh@hotmail.com,9889512297
299,M Rakhi Manoj,JAVA.NET,mhranfr1@hotmail.com,9889512298
300,Mary Joseph,JAVA.NET,frkhrw.fany@hotmail.com,9889512299
301,Smrithi.S.Lal,JAVA.NET,rkhsar_mhmdy51@hotmail.com,9889512300
302,Ashwin M S,JAVA.NET,shrh_mfth44@hotmail.com,9889512301
303,Haritha Jerald,JAVA.NET,rawyar_aashwry@gmail.com,9889512302
304,Kavya S Kumar,JAVA.NET,sara50@hotmail.com,9889512303
305,Smrithy Jophrin,JAVA.NET,nsryn_glmhmdy@hotmail.com,9889512304
306,Anoop Mathew Uluvathu,JAVA.NET,karw.kwshky@yahoo.com,9889512305
307,Gowri R Nair,JAVA.NET,aafrhdkht15@hotmail.com,9889512306
308,Amritha G,JAVA.NET,aaryn.aarf21@yahoo.com,9889512307
309,Devu Mohan,JAVA.NET,zadmasb.myzbany59@gmail.com,9889512308
310,Shamnad S,JAVA.NET,shwrangyz57@yahoo.com,9889512309
311,Akhil M,JAVA.NET,spydh.mjtbayy@gmail.com,9889512310
312,Anshula Vijayam S J,JAVA.NET,frzyn.asar@gmail.com,9889512311
313,Sumitra.R,JAVA.NET,astr.kashy35@gmail.com,9889512312
314,Joselin Johnson,JAVA.NET,ladn_lnkrany@gmail.com,9889512313
315,Jibindas M,JAVA.NET,mynw_anayt63@hotmail.com,9889512314
316,Aswathi S,JAVA.NET,nwshyn.framrzy@hotmail.com,9889512315
317,Lekshmy Ps,JAVA.NET,twrj.mhajrany89@gmail.com,9889512316
318,Shilpa S Pillai,JAVA.NET,shyna18@gmail.com,9889512317
319,Feba Mariam Lalu,JAVA.NET,bhnaz.frj62@hotmail.com,9889512318
320,Gopika S R,JAVA.NET,jhanbanw.qnbry@yahoo.com,9889512319
321,Lijo John,JAVA.NET,shrarh_hashmyan@hotmail.com,9889512320
322,GOKUL G. KRISHNA,JAVA,bzrgmhr.qhrmanyan@yahoo.com,9889512321
323,Broshini Cyriac,JAVA,swzh79@yahoo.com,9889512322
324,RUBY MAMACHAN,JAVA,darywsh13@yahoo.com,9889512323
325,FEMINA BASHEER,JAVA,nwshfr.lnkrany5@yahoo.com,9889512324
326,JOBIS MATHEW,JAVA,aazadh_hashmy@gmail.com,9889512325
327,VARUN RAJ S P,JAVA,jhanbkhsh.mlk52@hotmail.com,9889512326
328,NIKHIL K J,JAVA,kyanwsh.lwks@yahoo.com,9889512327
329,NEETHI C. M.,JAVA,frynaz.mhdypwr@gmail.com,9889512328
330,ELSA MARY VARUGHESE,JAVA,frnwd.ghdhnfry31@gmail.com,9889512329
331,NIZA S,ASP.NET,mhshad.hwshyar65@gmail.com,9889512330
332,DIVYA S EDWARD,ASP.NET,syma_hwmn22@yahoo.com,9889512331
333,JANE JEBARSON R,ASP.NET,aathyn.ghny35@yahoo.com,9889512332
334,RESINYA RASAK,ASP.NET,khram_alyasgry57@hotmail.com,9889512333
335,TEENU THOMAS,ASP.NET,fda_kyanynamkhanwadgy7@hotmail.com,9889512334
336,VIVEKANANDAN,POPEL(.NET),qdsy62@hotmail.com,9889512335
337,DEEPAK MATHEW,POPEL(.NET),frywsh.kyan34@hotmail.com,9889512336
338,JYOLSNA SUSEEL,POPEL(.NET),ksry_aarf43@gmail.com,9889512337
339,JOMON JOSE,POPEL(.NET),hyma_mhmdy@yahoo.com,9889512338
340,LEKSHMI,POPEL(.NET),nyma_aaly@yahoo.com,9889512339
341,MOHAMMED ASHRAF,POPEL(.NET),swmar.yadgar50@yahoo.com,9889512340
342,PRINCE J,POPEL(.NET),grshyn_fhmydh80@gmail.com,9889512341
343,SIMI P.S,JAVA,darya.mjrd@yahoo.com,9889512342
344,SHEEBA JOSEPH,JAVA,nazfr56@yahoo.com,9889512343
345,SHALU S,POPEL(.NET),dnya.framrzy@gmail.com,9889512344
346,SILJA PURUSHOTAMMAN,POPEL(.NET),frzad.myzbany89@gmail.com,9889512345
347,GIBY THANKAM BABY,POPEL(.NET),zhywar.kyan42@hotmail.com,9889512346
348,SREEKESH M. ,POPEL(.NET),glnwsh.mhdthy9@hotmail.com,9889512347
349,ARUN N,POPEL(.NET),aatwsa51@gmail.com,9889512348
350,LOVEBIN REJO,POPEL(.NET),tajy_glmhmdy88@hotmail.com,9889512349
351,KESIYA ABRAHAM,POPEL(.NET),bhrng.marwf@gmail.com,9889512350
352,JASMINE MELBA,POPEL(.NET),symyndkht.maarf@gmail.com,9889512351
353,NIKHIL V. CHANDRAN,POPEL(.NET),manwsh_azyzy89@gmail.com,9889512352
354,AYSWARIA A.S.,JAVA,pwpk_njfy22@yahoo.com,9889512353
355,AMITHA MATHEWS,JAVA,bamshad23@hotmail.com,9889512354
356,ASWIN DEEPAK JOSE,JAVA,nykbyn_frj3@gmail.com,9889512355
357,ATHIRA MATHEWS,JAVA,shyna_mhdypwr12@hotmail.com,9889512356
358,SHRUTHI RAU,JAVA,zhyna_klbasy85@gmail.com,9889512357
359,KIRAN J SUNNY,JAVA,grsha80@yahoo.com,9889512358
360,NICHOLAS TOM,JAVA,kanyar_framrzy13@yahoo.com,9889512359
361,RABHEEA T T K,JAVA,glrw_namwr@yahoo.com,9889512360
362,DAYANA MATHEW,JAVA,mzhdh_waaz@gmail.com,9889512361
363,ATHIRA GEORGE ,JAVA,jmshyd_mzfr91@gmail.com,9889512362
364,SONA ELIZABETH THOMAS,.NET,bhmn.hamwn@yahoo.com,9889512363
365,A AMAL,JAVA,srwr_yadgar@gmail.com,9889512364
366,SANITHA G KRISHNAN,JAVA,nwshfr_msahb@gmail.com,9889512365
367,SONITTA PAUL,POPEL(.NET),byta4@gmail.com,9889512366
368,VIDHYA K.R.,POPEL(.NET),aahw.frwtn72@hotmail.com,9889512367
369,DINU MANUEL,.NET,frngys_mlk59@hotmail.com,9889512368
370,DIVYA PREM SAMUEL,.NET,frahan66@gmail.com,9889512369
371,GEETHU ROSE AUGUSTINE,.NET,nstrn3@yahoo.com,9889512370
372,LAMEES ABDUL MAJEED,.NET,wyshtasb_alyaabady54@hotmail.com,9889512371
373,MAHIMA MERIN JOY,.NET,zynw43@gmail.com,9889512372
374,MRUDHULA MURALI,.NET,aayda_hmt@yahoo.com,9889512373
375,NAVEEN T.N.,.NET,hngamh.myrdamady@gmail.com,9889512374
376,NIJAS K.P.,.NET,ramwna_msha81@yahoo.com,9889512375
377,THARAK C.S.,.NET,bhmn.mfth@yahoo.com,9889512376
378,DEEPTHI V.D.,.NET,kyandkht.msha27@yahoo.com,9889512377
379,ARJUN U ,.NET,hmrah.msha@gmail.com,9889512378
380,VINU VISWANATH,JAVA,kyqbad_klbasy65@yahoo.com,9889512379
381,REMYA T,JAVA,zrngar55@hotmail.com,9889512380
382,SUSMITA MARY THOMAS,JAVA,snblh17@gmail.com,9889512381
383,JASMIN SAMUEL,.NET,zrynh.mwswyan68@yahoo.com,9889512382
384,LEKSHMI PREM,JAVA,lalhrkh.myrspasy@gmail.com,9889512383
385,ANSAR JOSEPH,JAVA,ghrchhr15@gmail.com,9889512384
386,DON JOY,JAVA,shmyn.mjthdy@hotmail.com,9889512385
387,SAGA TEJA,.NET,shkwfh38@yahoo.com,9889512386
388,JOSE JOEL,.NET,frnwsh_wkyly0@yahoo.com,9889512387
389,VISHNU HARI,.NET,hwrzad_mddy@hotmail.com,9889512388
390,KRIPESH K,.NET,shyrng.ylda68@yahoo.com,9889512389
391,BONY B. VARGHESE,.NET,nda.myrbaqry97@hotmail.com,9889512390
392,PARVATHY MURALEEDHARAN,.NET,grdaafryd.abady@yahoo.com,9889512391
393,BALU BABURAJ,.NET,amyd.asar75@yahoo.com,9889512392
394,AMBILY MATHEW,.NET,prydkht11@gmail.com,9889512393
395,ASWATHY A,.NET,bamshad.lnkrany@yahoo.com,9889512394
396,FABY MS,.NET,frnwsh.ftahy@gmail.com,9889512395
397,HARIKRISHNAN,.NET,gysw_frshydwrd43@yahoo.com,9889512396
398,NAVYA GEORGE,.NET,prwanh_mhjwby12@hotmail.com,9889512397
399,SILJA JAMES,.NET,mahbrzyn89@gmail.com,9889512398
400,ALPHY THOMAS,JAVA,gwhrnaz_myrzadh@gmail.com,9889512399
401,ANAKHA M. JOSE,JAVA,pshng.fatmy54@yahoo.com,9889512400
402,MERLIT MATHEW,JAVA,jhanbanw.fnyzadh@yahoo.com,9889512401
403,MIDHUN KS,JAVA,dlbnd.hashmy@hotmail.com,9889512402
404,MUHAMMED ANEESH PT,JAVA,ngyn.mwhd74@gmail.com,9889512403
405,MUHAMMED PK,JAVA,shwrangyz96@yahoo.com,9889512404
406,NEENU JACOB,JAVA,gwdrz20@gmail.com,9889512405
407,SIMI CHACKO ,JAVA,twty39@yahoo.com,9889512406
408,K  ARUN,.NET,aaryamhr.marwf@yahoo.com,9889512407
409,RIYA JAMES,.NET,nazaafryn_nhawndy@gmail.com,9889512408
410,ACHAS C,JAVA,sasan_mthry@yahoo.com,9889512409
411,C HARINAINYAR PILLAI,JAVA,anwshrwan38@gmail.com,9889512410
412,DHANYA KURUP,JAVA,glrba_namtzadh69@gmail.com,9889512411
413,JITHEESHh J G,JAVA,mytra_mqdm36@yahoo.com,9889512412
414,LEKSHMIPRIYA M S,JAVA,yadgar78@gmail.com,9889512413
415,SOORAJ VASANTH KUMAR,JAVA,wygn.krmany@hotmail.com,9889512414
416,CHRISTEENA ROSE JOHN,JAVA,pwpk_kakawnd@hotmail.com,9889512415
417,SRUTHI SS,JAVA,hwrmnd.mradkhany18@yahoo.com,9889512416
418,NANDAKUMAR R,JAVA,mamk.frj90@hotmail.com,9889512417
419,ROSELYN,JAVA,shmshad50@yahoo.com,9889512418
420,DELNA MATHEW,JAVA,mhrnaz3@gmail.com,9889512419
421,MANJUSHA M NAIR,JAVA,glawyz.glpaygany@yahoo.com,9889512420
422,ALKA M,JAVA,glpwnh_yadgar41@yahoo.com,9889512421
423,ROSE MARY,JAVA,mhdkht.mlkyan19@yahoo.com,9889512422
424,Joel Jose,JAVA,lalhdkht79@gmail.com,9889512423
425,Pramith E.A,JAVA,zyba_asar78@gmail.com,9889512424
426,JERIN JOHNSON,JAVA,shadmhr84@hotmail.com,9889512425
427,SIBY BABU,JAVA,glban.alyzmany0@gmail.com,9889512426
428,PRAVEEN PS,JAVA,sarng52@hotmail.com,9889512427
429,MUHAMMED ABEED NABITH,JAVA,glshyd12@yahoo.com,9889512428
430,EBIN SEBASTIAN,JAVA,khawrdkht41@yahoo.com,9889512429
431,ROSHNI ALPHONSA K.M,JAVA,jawyd_lajwrdy35@hotmail.com,9889512430
432,JYOTHI KRISHNA T,JAVA,prstw88@gmail.com,9889512431
433,SHERIN JOSEPH,JAVA,pyam.klbasy12@yahoo.com,9889512432
434,LIJI SIMON,JAVA,mhbd73@hotmail.com,9889512433
435,ASWATHI ANAND NARANATH,JAVA,sasan62@gmail.com,9889512434
436,CYRIAC MATHEW,JAVA,tabandkht56@hotmail.com,9889512435
437,GEETHU ANN MATHEW,JAVA,mynwdkht.ghdhnfry@gmail.com,9889512436
438,ARATHY RAJAN,JAVA,sarng.nwbkhty24@yahoo.com,9889512437
439,TOMIN MARKOSE,JAVA,sanaz_qhstany90@gmail.com,9889512438
440,JIMMY JOSEPH,JAVA,hwtn.mhdypwr91@hotmail.com,9889512439
441,ANU MARIA MAMLA KURIEN,JAVA,shnd_fhmydh64@yahoo.com,9889512440
442,NANCY ALFRED,JAVA,dlaram.mhajrany74@hotmail.com,9889512441
443,ANTLINE ANTONY,.NET,prtw_aqyly@gmail.com,9889512442
444,ADITHYA TK,.NET,shwan_fryad@yahoo.com,9889512443
445,INDRAJITH G,.NET,mhwsh.mjtbwy7@yahoo.com,9889512444
446,ASHLI BEN,.NET,rkhshanh80@yahoo.com,9889512445
447,JIDHIN JOSE,.NET,aawng_aaly@gmail.com,9889512446
448,ANITTA C BABU,.NET,jawyd_myrzadh@hotmail.com,9889512447
449,SURYA RS,.NET,sty29@yahoo.com,9889512448
450,NEETHU NINAN,.NET,kywan_ftahy@hotmail.com,9889512449
451,AJIN V.L.,.NET,zry_alm57@hotmail.com,9889512450
452,AKHIL VINAYAK R,.NET,ghnchh_hrwy@hotmail.com,9889512451
453,ANUPAMA MOHAN PARAKATE,.NET,brzwyh.aaly@yahoo.com,9889512452
454,RISHANA N,.NET,rhy_ftahy@gmail.com,9889512453
455,DEEPU K,.NET,mazyar_fhmydh36@hotmail.com,9889512454
456,GOWRI KRISHNAN G,.NET,shwry_qhrmany81@yahoo.com,9889512455
457,CHITRA T,.NET,shwrangyz_fryad@yahoo.com,9889512456
458,RIYA  SUSAN OOMMEN,.NET,aanahyta_lahwty86@hotmail.com,9889512457
459,IVIN S PUTHANANGADY,.NET,aafrhdkht_maarf29@gmail.com,9889512458
460,VIGNESH K S,.NET,nwshrwan73@yahoo.com,9889512459
461,ATHIRA M.K.,.NET,bnfshh_kdywr41@gmail.com,9889512460
462,GIREESH KUMAR G,.NET,frwtn56@gmail.com,9889512461
463,CHIPPY S,.NET,bhnam_namtzadh@yahoo.com,9889512462
464,MELWYN N,.NET,shwrangyz.nylwfry21@gmail.com,9889512463
465,VARSHA,.NET,hwyda50@gmail.com,9889512464
466,JOSHMA,.NET,nykdad42@gmail.com,9889512465
467,JITHU S. KUMAR,.NET,kara.mwhd@hotmail.com,9889512466
468,STEFFY,.NET,mhnwsh_nyshabwry@hotmail.com,9889512467
469,ABINASH,.NET,twfan.nraqy@yahoo.com,9889512468
470,SIMI,.NET,aathyn84@yahoo.com,9889512469
471,Aravind Mohan ,JAVA,nwyd_araqy@gmail.com,9889512470
472,SHRUTHI BABU,JAVA,frydwn_krymy41@yahoo.com,9889512471
473,JINU JACKSON,JAVA,glafrwz_myrdamady@hotmail.com,9889512472
474,SUCHISMITHA,.NET,dyaakw_qhrmany@gmail.com,9889512473
475,NISHITHA,.NET,glrba_araqy12@gmail.com,9889512474
476,AKHIL BABU,.NET,nykkhwah_mjtbayy97@yahoo.com,9889512475
477,MATHEW PHILIPOSE,TESTING,frzam.lachyny@hotmail.com,9889512476
478,RESHMA S,.NET,shyrzad.fany28@yahoo.com,9889512477
479,JEMINIMOL MARKOSE,JAVA,kawh14@gmail.com,9889512478
480,ANAND R.V.,.NET,aazrm.krmany55@hotmail.com,9889512479
481,JISHNU V.S,.NET,mahwr.kamly@gmail.com,9889512480
482,POOJA G,.NET,hngamh.hmdany@hotmail.com,9889512481
483,MEHARUNIZA NAZEEM,.NET,tws55@yahoo.com,9889512482
484,SEBIN JOSE,.NET,frkhdad7@gmail.com,9889512483
485,SOUMYA S,.NET,dlaara_mfth@hotmail.com,9889512484
486,ASHOK S. KUMAR,JAVA,twrtk.aarf82@hotmail.com,9889512485
487,DINEESH PRAKASH,JAVA,jhan_araqy54@hotmail.com,9889512486
488,JEENA JOSEPH,JAVA,zadchhr_njfy@gmail.com,9889512487
489,JITHIN EMMANUEL,JAVA,bhnwd_nyshabwry16@gmail.com,9889512488
490,JOSEMON V.A,JAVA,bwzhan_alypwr@gmail.com,9889512489
491,MERIN SUSAN MATHEW,JAVA,wyshtasb_marwf95@yahoo.com,9889512490
492,RINCY ANN LALU,JAVA,brdya_frj@yahoo.com,9889512491
493,SANGEETA P,JAVA,dayan.waaz@hotmail.com,9889512492
494,JITHIN M,JAVA,glarh.wkyly@yahoo.com,9889512493
495,AJITH SINGH,TESTING,mhry_aqyly@hotmail.com,9889512494
496,APARNA SURESH,TESTING,glban_mjthdshbstry38@gmail.com,9889512495
497,JISI K.S ,TESTING,shyba59@hotmail.com,9889512496
498,SARANYA MOHAN,.NET,sark77@hotmail.com,9889512497
499,ALWIN JAMES,.NET,prychhr68@gmail.com,9889512498
500,ARTHUR S. DAVID,.NET,ywshyta.ylda@yahoo.com,9889512499
501,R.ABRAN RAJ,JAVA,gwmatw32@gmail.com,9889512500
502,DHANYA D,.NET,mshknaz.alyasgry31@gmail.com,9889512501
503,BANU SAFNA,JAVA,aafr_mhjwby93@gmail.com,9889512502
504,RINI P.J,JAVA,krshmh56@hotmail.com,9889512503
505,BIYA PULLIMOOTIL,.NET,shrmyn25@hotmail.com,9889512504
506,LIZ VARGHESE,.NET,frkh_alya22@hotmail.com,9889512505
507,MARY AMRITHA,.NET,glzad.ythrby@hotmail.com,9889512506
508,SHEENA S. MARY,.NET,khrmdkht28@gmail.com,9889512507
509,THARA MARIA BOBAN,.NET,awsta61@hotmail.com,9889512508
510,ALIF,.NET,jryrh8@yahoo.com,9889512509
511,SUHBATH NISA,.NET,glnwaz.hashmy65@hotmail.com,9889512510
512,AFNA ALIYAR,JAVA,shhbaz0@yahoo.com,9889512511
513,SARATH G.S.,JAVA,rhy_mwswy@hotmail.com,9889512512
514,NEENA A PANICKER,JAVA,wrya.mrtdhwy@hotmail.com,9889512513
515,INDU DHARMARAJ,JAVA,astr30@yahoo.com,9889512514
516,SHARMILA RANI P.,JAVA,shhnwaz29@hotmail.com,9889512515
517,ABEESHA ABDUL R.K.P,.NET,nwshyn_aqyly80@yahoo.com,9889512516
518,ABLE M PETER,.NET,ardshyr10@hotmail.com,9889512517
519,ANAND HARIDAS,.NET,razhanh_kawyany@yahoo.com,9889512518
520,CIJO JOSE V,.NET,hyrbd_ylda@gmail.com,9889512519
521,AJMAL JAMAL,JAVA,shkwfh_hmt32@hotmail.com,9889512520
522,RINU,JAVA,shyryn_mwswyan72@gmail.com,9889512521
523,PRINCE,JAVA,nwshdkht.mfth@yahoo.com,9889512522
524,RATHISH,JAVA,zadchhr_hwshyar79@yahoo.com,9889512523
525,REMYA,JAVA,shkwfh48@yahoo.com,9889512524
526,SNEHA PREM,JAVA,shhrnaz52@gmail.com,9889512525
527,GOWRI,JAVA,lbkhnd_maarf20@hotmail.com,9889512526
528,ABIN RAVI,.NET,khram_waazy@hotmail.com,9889512527
529,JOEL VARGHESE GEORGE,.NET,shbnm_alya13@gmail.com,9889512528
530,ALPHA JOSE ,.NET,nykpy67@yahoo.com,9889512529
531,MITHUNA PUTHIYAVALAPPIL,JAVA,nrmyn28@hotmail.com,9889512530
532,ARUN PAUL,JAVA,yasmn_waazzadh48@hotmail.com,9889512531
533,JITHIN M.,JAVA,tnaz.mhjwby@hotmail.com,9889512532
534,LIJO JOSEPH,JAVA,nazprwr_hashmy63@gmail.com,9889512533
535,PRAISEY ABRAHAM,JAVA,wamq.lajwrdy@hotmail.com,9889512534
536,TIBIN JOSEPH,JAVA,jhan_aqyly47@yahoo.com,9889512535
537,ARUN M.K.,JAVA,frkhpy_mjtbayy76@gmail.com,9889512536
538,ANUSREE N.P.,JAVA,bnfshh_lachyny@hotmail.com,9889512537
539,NEETHU CHANDRAN C P,JAVA,glandam_mjthdshbstry67@yahoo.com,9889512538
540,NITHEESH R,JAVA,spnta.aaly15@gmail.com,9889512539
541,VIJITHA P,JAVA,frshth97@yahoo.com,9889512540
542,PRAVITHA P.S,JAVA,shhla.hmaywn@yahoo.com,9889512541
543,LIJA JOHN,.NET,frkhlqa52@gmail.com,9889512542
544,VIVEK S.,.NET,kykawws24@hotmail.com,9889512543
545,DONIAMOL MANI,JAVA,mhnaz77@hotmail.com,9889512544
546,GATHU K. RAJAN,JAVA,amyd_mjahd@gmail.com,9889512545
547,GIREESH GOPINATH,JAVA,aaryamhr3@yahoo.com,9889512546
548,JINESH P,CONTENT MARKETING,zhalan_hraty@yahoo.com,9889512547
549,RINU,CONTENT MARKETING,dawr53@gmail.com,9889512548
550,SANGEETHA K,FUNDAMENTAL MARKETING,frywsh.marwf@hotmail.com,9889512549
551,SREENATH GOPI,SOCIAL MEDIA MARKETING,nysha.nraqy@yahoo.com,9889512550
552,VISHNU P,FUNDAMENTAL MARKETING,nazaafryn7@gmail.com,9889512551
553,ALIF,EMAIL MARKETING,awsta_mrtdhwy@hotmail.com,9889512552
554,ASHER THOMAS,EMAIL MARKETING,hmaywn_abdalkrymy@yahoo.com,9889512553
555,BIYA PULIMOOTIL,SEM,rham_msbahzadh75@yahoo.com,9889512554
556,VARGHESE CHERIAN,SEM,glbanw_ghny@hotmail.com,9889512555
557,ABINA MENACHERY,SALES,arghwan62@hotmail.com,9889512556
558,JEFFRIN JOSEPH,SALES,nwshdkht_nwbkhty7@gmail.com,9889512557
559,SANGEETHA P,ECOMMERCE,aarmyta20@hotmail.com,9889512558
560,JINTA JACOB,SALES,zmanh_mhajrany@gmail.com,9889512559
561,SOORAJ,CODING,kamnwsh.fnyzadh@gmail.com,9889512560
562,JASMINE ,CODING,rwbyna22@hotmail.com,9889512561
563,ROHIT RAJ,PERSONAL & PROFESSIONAL DEVELOPMENT,rhy92@yahoo.com,9889512562
564,NITHIN JAMES,DESIGN,bhrkh.marwf67@gmail.com,9889512563
565,LINTA K PHILIP,DESIGN,khshayar.hmt@yahoo.com,9889512564
566,LIJI K LEVI,ENTREPRENEURSHIP,kywandkht_qanay@hotmail.com,9889512565
567,DANI MATHEW,BUSINESS & FINANCE,shyrdl_waaz81@yahoo.com,9889512566
568,BINCY CHACKO,BUSINESS & FINANCE,gylda.wkyly61@gmail.com,9889512567
569,SUBIN SEBASTIAN,WRITING,hmdm_lnkrany@hotmail.com,9889512568
570,ABIN RAVI,COMMUNICATION,srwr.aaly8@hotmail.com,9889512569
571,ATHIRA K.S,COMMUNICATION,danwsh_qmyshy56@yahoo.com,9889512570
572,DEVI NARAYAN,ENTREPRENEURSHIP,nazly_aashwry@gmail.com,9889512571
573,Suhail k,ENTREPRENEURSHIP,grshasb86@yahoo.com,9889512572
574,Jisheed D,ENTREPRENEURSHIP,aarsham.alm@hotmail.com,9889512573
575,Sanoop E P,HUMANITIES,sahy.mjthdshbstry@yahoo.com,9889512574
576,SUNIL SUNNY,ENTREPRENEURSHIP,mynwfr.wkyly50@hotmail.com,9889512575
577,ABHILASH K. PILLAI,LANGUAGES,lhrasb34@yahoo.com,9889512576
578,GOKUL RAJAN,CONTENT MARKETING,lbkhnd.kmaly@hotmail.com,9889512577
579,RAIZA SAMAD,CONTENT MARKETING,mnyzhh70@yahoo.com,9889512578
580,NISHANT ROY,FUNDAMENTAL MARKETING,rabw.frwtn82@gmail.com,9889512579
581,LOVELY LATIF,SOCIAL MEDIA MARKETING,hkhamnsh28@yahoo.com,9889512580
582,JOHNCY ANNA JOHN,FUNDAMENTAL MARKETING,mhwsh21@gmail.com,9889512581
583,SURYA K.S,EMAIL MARKETING,pshng.aqyly39@hotmail.com,9889512582
584,ROHIL JUSTIN,EMAIL MARKETING,khwrshyd.krmany@gmail.com,9889512583
585,DONA CHACKO,SEM,twty_mrtdhwy19@yahoo.com,9889512584
586,BENNY AMALADASAN,SEM,shwan_khnmwyy6@gmail.com,9889512585
587,ACHU A.R,SALES,pwlad95@yahoo.com,9889512586
588,ANU THOMAS,SALES,zhalh.ythrby@yahoo.com,9889512587
589,KIRAN.S,ECOMMERCE,frwd.qadhy8@hotmail.com,9889512588
590,NEETHU CHANDRAN C P,SALES,rabyn.mjtbwy84@hotmail.com,9889512589
591,ANSAR A.R,CODING,zhalan_kakawnd@hotmail.com,9889512590
592,TERESE JOSEPH,CODING,dlaawyz42@yahoo.com,9889512591
593,SHILNA MANOHAR,PERSONAL & PROFESSIONAL DEVELOPMENT,kywandkht18@gmail.com,9889512592
594,JOHN ANTO,DESIGN,aartyn_mddy73@hotmail.com,9889512593
595,JANET JOSE ABRAHAM,DESIGN,swzh71@hotmail.com,9889512594
596,SANJU S K,ENTREPRENEURSHIP,twran.mlkyan@gmail.com,9889512595
597,NAVEEN NANDAKUMAR,BUSINESS & FINANCE,asfndyar.mayn17@gmail.com,9889512596
598,STEPHY GEORGE,BUSINESS & FINANCE,swrn79@gmail.com,9889512597
599,SIJU BABU B,WRITING,swgnd.mhdthy44@gmail.com,9889512598
600,SHANID T L,COMMUNICATION,nwshfr_mftah@hotmail.com,9889512599
601,APARNA SEKAR,COMMUNICATION,nwsh_abdalkrymy@yahoo.com,9889512600
602,SEENA MATHEW,ENTREPRENEURSHIP,hwrdad.mlayry95@gmail.com,9889512601
603,SREENATH.S,ENTREPRENEURSHIP,swbar_hmt74@gmail.com,9889512602
604,KHALEEL KHALID ARATTUTHODIKA,JAVA,tyna_frj18@hotmail.com,9889512603
605,DIVYA.C.BABU,JAVA,khawrdkht75@gmail.com,9889512604
606,REMYA R,JAVA,khwrshyd.mlkyan@gmail.com,9889512605
607,BISMITHA.V.VINCE,JAVA,nykdad_qhrmany@hotmail.com,9889512606
608,RAJEEV P.H,JAVA,aabtyn70@hotmail.com,9889512607
609,TIJU V JOSEPH,JAVA,frywsh25@hotmail.com,9889512608
610,MONISHA J,JAVA,glrw.alyasgry87@hotmail.com,9889512609
611,JERRY JOHN,.NET,chhrzad.mwswy@hotmail.com,9889512610
612,PARVATHY S.VARMA,JAVA,lqaa.nwab43@hotmail.com,9889512611
613,SHERIN ANN BABU,JAVA,kyqbad84@yahoo.com,9889512612
614,AJAY P R,.NET,tyna_hashmy@hotmail.com,9889512613
615,NEHA STEPHEN,.NET,zyma.hashmyan@hotmail.com,9889512614
616,SRUTHI A,.NET,aartam49@yahoo.com,9889512615
617,SHERIN CHACKO,JAVA,mhraab.nazry75@yahoo.com,9889512616
618,NAYANA MOHAN,.NET,darab79@hotmail.com,9889512617
619,APARNA SEKAR,JAVA,nykpy_abdalkrymy73@hotmail.com,9889512618
620,SEENA MATHEW,JAVA,brzyn72@yahoo.com,9889512619
621,SREENATH.S,JAVA,mzhdh97@yahoo.com,9889512620
622,KHALEEL KHALID ARATTUTHODIKA,JAVA,ayaz_waaz@yahoo.com,9889512621
623,DIVYA.C.BABU,JAVA,jhandkht.mlk@yahoo.com,9889512622
624,REMYA R,JAVA,starh.mhmdy@gmail.com,9889512623
625,BISMITHA.V.VINCE,JAVA,prysa23@yahoo.com,9889512624
626,CHARLY M GEORGE,.NET,chwbyn.qhstany@hotmail.com,9889512625
627,VISHNU RAJ,JAVA,prwanh.yahqy53@yahoo.com,9889512626
628,THURGA B,.NET,nsryndkht92@hotmail.com,9889512627
629,JINCY SARA THOMAS,.NET,hwman.mwswy0@gmail.com,9889512628
630,SIJO G OOMMEN,.NET,nykkhwah_kdywr@gmail.com,9889512629
631,ARUNDEEPAK,JAVA,yzdan.kymyayy@hotmail.com,9889512630
632,NIMPTHA JACOB,JAVA,whrz.mwhd15@yahoo.com,9889512631
633,JOB M THOMAS,JAVA,mhrdkht_mfth41@yahoo.com,9889512632
634,VAISAKH GOPAL,JAVA,hwnam.framrzy@gmail.com,9889512633
635,GAYA CP,.NET,pwpk.yahqy20@yahoo.com,9889512634
636,PRANAV S KURUP,JAVA,shhnwaz_kdywr46@hotmail.com,9889512635
637,SAJEEV.K,JAVA,aartmn_frj@hotmail.com,9889512636
638,SANDRA S,JAVA,aazyta_kyan22@yahoo.com,9889512637
639,VINITHA V PRABHU,JAVA,makan_mwswy83@hotmail.com,9889512638
640,ASWINDEV.T.D,JAVA,ramtyn_ylda@hotmail.com,9889512639
641,TEENA THOMAS,.NET,shbdyz39@hotmail.com,9889512640
642,SANGITA S,JAVA,nstrn45@yahoo.com,9889512641
643,LIBINA ROSE SEBASTIAN,.NET,darywsh36@hotmail.com,9889512642
644,POOJA RAICHEL THOMAS,JAVA,ashkbws_msahb60@hotmail.com,9889512643
645,DERSANA KRISHNAN,.NET,bhzad19@hotmail.com,9889512644
646,BESTIN JAMES MONICKAM.J,JAVA,namwr51@yahoo.com,9889512645
